NO_UF,SG_UF,CO_UF,nome_municipio,id_municipio,nome_mesorregiao,id_mesorregiao,nome_escola,id_escola,dependencia,localizacao,funcionamento,sede,alocacao,ocupacao,endereco,telefone
Alagoas,AL,27,Piranhas,2707107,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR IVAN FERNANDES LIMA,27230465,3,1,1,,1,1,"RUA MARAVILHA, , VILA ALAGOAS, VILA ALAGOAS, 57462038",987221133
Alagoas,AL,27,Piranhas,2707107,Sertão Alagoano,1,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ANTONIO RODRIGUES PEREIRA,27278000,3,1,1,,1,1,"AVENIDA FRANCISCO RODRIGUES PEREIRA, , , NOSSA SENHORA DA SAUDE, 57460071",988194315
Alagoas,AL,27,Piranhas,2707107,Sertão Alagoano,1,CRECHE MUNICIPAL NOSSA SENHORA DA SAUDE,27279006,3,1,1,,1,1,"AVENIDA JORGE LUIZ DE SOUZA LEITE, , , NOSSA SENHORA DA SAUDE, 57460080",988190054
Alagoas,AL,27,Piranhas,2707107,Sertão Alagoano,1,CRECHE MUNICIPAL MARIA DA SILVA,27280004,3,2,1,,1,2,"RUA SENHOR DO BONFIM, , , CENTRO PIAU, 57467034",996915324
Alagoas,AL,27,Piranhas,2707107,Sertão Alagoano,1,ESCOLA RURAL DOM ANTONIO BRANDAO,27004066,3,2,1,,1,1,"AREA RURAL, S/N, , AREA RURAL DE PIRANHAS, 57467899",981639623
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA ESTADUAL PROFª ANA MARIA TEODOSIO,27006590,2,2,1,,1,1,"RUA CENTRAL, SN, POVOADO QUANDU, ZONA RURAL, 57510000",996630703
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA MONSENHOR BATISTA WANDERLEY,27006670,3,2,2,,,,"SITIO PINHOES, , , , 57510000",
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFª DALVA WANDERLEY MEDEIROS,27006700,3,2,2,,,,"SITIO SERRA DO POCO, , , , 57510000",
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TRIBUTINO PIO WANDERLEY,27006727,3,2,2,,,,"SITIO SERRA DOS BOIS, , , , 57510000",
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ALZIRA ALVES MARTINS,27006751,3,2,2,,,,"POVOADO QUANDU, SN, , ZONA RURAL, 57510000",981842276
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,EMEB LEOPOLDO WANDERLEY ANEXO DA EMEB DIOGENES MEDEIROS WANDERLEY,27006794,3,2,1,,1,1,"POVOADO JORGE, S/N, ZONA RURAL, ZONA RURAL, 57510000",996090543
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,EMEB ALEXANDRE FERNANDES ANEXO DA EMEB SAO JOAQUIM,27006832,3,2,1,,1,1,"POVOADO PEDRA D AGUA DOS ALEXANDRES, SN, , ZONA RURAL, 57510000",999270363
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL IRINEU TENORIO,27006859,3,2,1,,1,1,"POVOADO QUANDU, SN, , ZONA RURAL, 57510000",991746029
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,EMEB LIVIO WANDERLEY ANEXO DA EMEF DIOGENES MEDEIROS WANDERLEY,27006875,3,2,1,,1,1,"SITIO BARRO VERMELHO, SN, , ZONA RURAL, 57510000",993363313
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,EMEB MANOEL FEITOSA DE OLIVEIRA ANEXO DA EMEB JOAO JANUARIO DE MELO,27006883,3,2,1,,1,1,"SITIO MOCO, SN, ZONA RURAL, ZONA RURAL, 57510000",988558323
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAO JANUARIO DE MELO,27006972,3,2,1,,1,1,"POVOADO VARZEA DE DONA JOANA, SN, PREDIO ESCOLAR, ZONA RURAL, 57510000",981338751
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOAO XXIII,27006980,3,2,2,,,,"SITIO MINACAO, , , , 57510000",
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO JOAQUIM,27006999,3,2,1,,1,1,"POVOADO TAPUIO, S/N, , ZONA RURAL, 57510000",36261239
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA MUNIZ FALCAO,27007022,3,2,1,,1,1,"POVOADO ALTO DO TAMANDUA, SN, , ZONA RURAL, 57510000",981208648
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA ESTADUAL PROFª JOSEFA DE SOUZA LIMA,27007057,2,1,1,,1,1,"RUA SAO JOSE, 90, , CENTRO, 57510000",981131308
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFº JOSE MONTEIRO VANDERLEI,27050297,3,1,1,,1,1,"RUA PREFEITO ANTONIO RODRIGUES DE OLIVEIRA, SN, , CENTRO, 57510000",981446795
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ALZIRA ALVES MARTINS,27055337,3,2,1,,1,1,"POVOADO QUANDU, SN, , ZONA RURAL, 57510000",981842276
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DIOGENES MEDEIROS WANDERLEY,27218716,3,1,1,,1,1,"RUA PREFEITO ANTONIO RODRIGUES DE OLIVEIRA, SN, , CENTRO, 57510000",981260180
Alagoas,AL,27,Poço das Trincheiras,2707206,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO SEBASTIAO,27225976,3,2,2,,,,"SITIO SERRA DO ALMEIDA, SN, ZONA RURAL, , 57510000",981239449
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA ESTADUAL NOSSA SENHORA DA APRESENTACAO,27031063,2,1,1,,1,1,"RUA DO VARADOURO, SN, PREDIO, CENTRO, 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DE BOA UNIAO,27031217,3,2,2,,,,"FAZENDA BOA UNIAO, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VEREADOR JOSE IRONILTON COSTA DE ARAUJO,27031225,3,2,2,,,,"FAZENDA CACHOEIRA II, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE FERRAO,27031233,3,2,2,,,,"FAZENDA FERRAO, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DE SOLIDADE,27031268,3,2,2,,,,"FAZENDA SOLIDADE, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL HENRIQUE DIAS,27031276,3,2,2,,,,"FAZENDA TIMBAU, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESC MUNICIPAL DE ENSINO FUNDAMENTAL AMARO MANOEL DO NASCIMENTO,27031306,3,2,2,,,,"FAZENDA VARZEA GRANDE, , , , 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA TEREZINHA,27031349,3,2,2,,,,"FAZENDA BOM RETIRO, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA ESTADUAL PROFESSOR GUEDES DE MIRANDA,27031365,2,1,1,,1,1,"RUA DR MIGUEL DE OMENA, SN, , CENTRO, 57900000",991730822
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF ALCEBIADES BUARQUE CAVALCANTE,27031403,3,1,1,,1,1,"RUA VEREADOR AMARO VICENTE, S/Nº, , CENTRO, 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EDGAR ANTUNES,27031411,3,2,2,,,,"FAZENDA LAGOA REDONDA, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL BENEDITO DE GUSMAO BARBOSA,27031420,3,2,2,,,,"FAZENDA COMANDATUBA, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF DOM PEDRO I,27031446,3,1,1,,1,1,"RUA GRANJA CONCEICAO, SN, , CENTRO, 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOM ADELMO MACHADO,27031454,3,2,2,,,,"FAZENDA CRASTO, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF JOSE PIMENTEL PRADO,27031462,3,1,1,,1,1,"RUA CORONEL CLODOALDO DA FONSECA, S/N, , CENTRO, 57900000",32921786
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF MANOEL FERREIRA DE BARROS,27031470,3,1,1,,1,1,"RUA DA ALEGRIA, SN, , CENTRO, 57900000",32921803
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRO VALERIANO,27031489,3,2,2,,,,"FAZENDA QUITANDA, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SECUNDINA ALVES PRADO,27031500,3,2,2,,,,"FAZENDA BELA VISTA, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF BERNARDO SOBRINHO E ANEXOS,27031543,3,2,1,,1,1,"POVOADO CAXANGA, S/N, , ZONA RURAL, 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARCOS II,27031578,3,2,2,,,,"FAZENDA MARCOS II, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUINICIPAL DE ENSINO FUNDAMENTAL JOAO MORAES,27031616,3,2,2,,,,"FAZENDA PRAZERES, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF LAMENHA FILHO,27031624,3,1,1,,1,1,"RUA DR MIGUEL OMENA, , , CENTRO, 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF NOSSA SENHORA DA CONCEICAO E ANEXOS,27031640,3,2,1,,1,1,"ASSENTAMENTO MACIAPE, SN, , ZONA RURAL, 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CANTINHO FELIZ,27031683,3,1,1,,1,2,"RUA PROFESSOR GUEDES DE MIRANDA, 8, , CENTRO, 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,CEI SOLAR DA CRIANCA,27049590,3,1,1,,1,1,"POVOADO MANGAZALA, , , , 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO ANA SALDANHA LINS LEAO,27054020,3,1,1,,1,1,"RUA DO POSTO, S/N, LOTEAMENTO JORGE ALV, MANGAZALA, 57900000",994043723
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF DOMINGOS FERNANDES CALABAR,27216144,3,1,1,,1,1,"POVOADO MANGAZALA, , , CENTRO, 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LOMBA,27219593,3,2,2,,,,"FAZENDA LOMBA, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF NIVALDO NUNES DE MOURA E ANEXOS,27221725,3,2,1,,1,1,"USINA SANTA MARIA, , , ZONA RURAL, 57900000",32926583
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DE ORIENTE,27221741,3,2,2,,,,"FAZENDA ORIENTE, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF DE CANAAN,27221750,3,2,1,,1,1,"LOTEAMENTO OSCAR CUNHA, , , , 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,EMEF DEPUTADA CECI CUNHA,27221776,3,1,1,,1,1,"RUA DEPUTADO JOAO BATISTA DE MORAES, S/N, , CENTRO, 57900000",
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,CRECHE ESCOLA VOVO DO CARMO,27227030,3,1,1,,1,2,"RUA DO RAFAEL, S/N, PRXIMO AO FORUM, CENTRO, 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ATIVIDADE COMPLEMENTAR DO PETI PORTO CALVO,27343014,3,1,1,,1,1,"TRAVESSA DA CONCEICAO, S/N, , CENTRO, 57900000",32921309
Alagoas,AL,27,Porto Calvo,2707305,Leste Alagoano,3,ESCOLA MUNICIPAL DE ATIVIDADE COMPLEMENTAR DO PETI DA USINA SANTA MARIA,27345017,3,2,2,,,,"USINA SANTA MARIA, ZONA RURAL, S/N, , ZONA RURAL, 57900000",32921309
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,EE CIRIDIAO DURVAL,27033384,2,1,1,,1,1,"RUA JOAO PESSOA, 207, , CENTRO, 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR JOSE BONIFACIO DE ANDRADE E SILVA,27033392,3,2,2,,,,"FAZENDA DESTERRO, SN, , ZONA RURAL, 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR LEONILA DA GLORIA PINTO CUNHA,27033406,3,1,1,,1,1,"RUA FERNANDES LIMA, 11, , CENTRO, 57945000",993675746
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR LUIZ CUNHA,27033414,3,2,1,,1,1,"FAZENDA CANAVIEIRA DE BAIXO, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR LUIZ MARQUES,27033422,3,2,2,,,,"FAZENDA PORTO DE OSTRA, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR ADERBAL DA COSTA RAPOSO,27033430,3,2,2,,,,"FAZENDA BARBACO, , , , 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESC COLIMERIA A LINS FREITAS,27033457,3,2,2,,,,"FAZENDA MUICAITA, , , , 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR JOSE DA HORA,27033465,3,2,2,,,,"FAZENDA SAO JOAO, , , , 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR ASSIS LIMA,27033481,3,1,1,,1,1,"RUA FERNANDES LIMA, 11, , CENTRO, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR DOMINGOS TOMAZ DA SILVA,27033511,3,2,1,,1,1,"FAZENDA BOA VISTA, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR HELIO CUNHA,27033520,3,2,2,,,,"FAZENDA CANAVIEIRA DE CIMA, SN, , ZONA RURAL, 57945000",23981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR JOAO ANTONIO DA COSTA,27033538,3,2,1,,1,1,"RUA 09 DE JUNHO, SN, , POVOADO LAGES, 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR JOAO DO REGO MELO,27033546,3,2,1,,1,1,"FAZENDA VITORIA, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR JULIO DORTA,27033554,3,2,2,,,,"FAZENDA BOA ESPERANCA, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR LOURENCO CANAVARRO,27033562,3,2,2,,,,"FAZENDA ANTONIO DIAS, , , , 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR MANOEL SALDANHA LEAO,27033570,3,2,2,,,,"FAZENDA SAO GERALDO, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR MOREIRA E SILVA,27033589,3,2,2,,,,"FAZENDA ASTRO, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR NOSSA SRA APARECIDA,27033597,3,2,2,,,,"FAZENDA GUANABARA, , , , 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR ORLANDO DORTA,27033600,3,2,1,,1,1,"RUA LUIZ FERREIRA DORTA, SN, , POVOADO PALMEIRA, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR PE ALIPIO,27033627,3,1,1,,1,1,"RUA FERNANDES LIMA, 11, , CENTRO, 57945000",32981528
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR STA EFIGENIA,27033643,3,2,2,,,,"FAZENDA OURIVES, SN, , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR TRAJANO PINTO,27033651,3,2,2,,,,"FAZENDA SAAO PAULO, , , , 57945000",
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,CRECHE MUNICIPAL EULALIA MOREIRA MENDONCA,27033678,3,2,1,,1,3,"RUA EMILIO JOSE GONCALVES, SN, POVOADO TATUAMUNHA, , 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,CRECHE MUNICIPAL ZULMIRA MARIA DOS SANTOS,27048292,3,1,1,,1,1,"RUA DA PIEDADE, SN, , SALINAS, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,ESCOLA MUNICIPAL JOSE ALOISIO DA CUNHA,27216594,3,2,1,,1,1,"FAZENDA LUCENA, SN, ASSENTAMENTO, ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEBASTIAO FALCAO DE LIMA,27217248,3,2,1,,1,1,"RUA JOAO DO REGO MELO, SN, POVOADO CURTUME, CURTUME, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,ESCOLA MUNICIPAL ALZIRA MOREIRA DA SILVA,27221717,3,2,2,,,,"FAZENDA ASTRO, , , ZONA RURAL, 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,CRECHE MUL JULITA BATISTA CAVALCANTE,27340023,3,2,1,,1,2,"RUA JOAO DO REGO MELO, SN, POVOADO CURTUME, , 57945000",32981492
Alagoas,AL,27,Porto de Pedras,2707404,Leste Alagoano,3,GRUPO ESCOLAR CARLOS PROCOPIO,27033503,3,2,1,,1,3,"RUA EMILIO JOSE GONCALVES, SN, , POV. TATUAMUNHA, 57945000",32986295
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFº ERNANI DE FIGUEIREDO MAGALHAES,27045986,3,1,1,,1,1,"RUA DA INDEPENDENCIA, S/N, , CENTRO, 57290000",35531430
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA ANTONIA ROSA,27045994,3,2,1,,1,1,"POVOADO CANOA DE CIMA, S/N, , , 57290000",996326087
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPALDE EDUCACAO BASICA JOSE IZIDORIO DA SILVA,27046001,3,2,1,,1,1,"POVOADO MARABA, S/N, , , 57290000",35531192
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL ALEXANDRE COSTA,27046010,3,2,1,,1,1,"POVOADO ENTRADA, S/N, , , 57290000",996326087
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA ADEMARIO VIEIRA DANTAS,27046028,3,2,1,,1,1,"POVOADO PAU DA FACEIRA, S/N, , , 57290000",35531192
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANANIAS DE ASSUNCAO NERI,27046036,3,2,1,,1,1,"POVOADO GILA DE BAIXO, S/N, ZONA RURAL, , 57290000",35531192
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO JOSE DA SILVA,27046044,3,2,2,,,,"POVOADO SOBRADO, S/N, , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA ARISTIDES FARIAS DOS SANTOS,27046052,3,2,1,,1,1,"POVOADO LAGOA FUNDA, S/N, , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA DEP JOSE DE OLIVEIRA COSTA,27046079,3,2,1,,1,1,"POVOADO SALOMEZINHO, S/N, ZONA RURAL, , 57290000",996606139
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA DR JAIME LUSTOSA DE ALTAVILA,27046087,3,2,1,,1,1,"POVOADO TAPERA DO ITIUBA, S/N, ZONA RURAL, , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA EDUARDO MAGALHAES,27046095,3,2,2,,,,"POVOADO TAPERA DO JIRAU, S/N, ZONA RURAL, , 57290000",35531392
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA FRANCISCO HIGINO,27046109,3,2,2,,,,"POVOADO BURGO, , , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOSE DA SILVA NERI,27046117,3,2,1,,1,1,"POVOADO GILA DE CIMA, , ZONA RURAL, , 57290000",35531192
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL ACELINO,27046125,3,2,2,,,,"POVOADO CARIRI, S/N, ZONA RURAL, , 57290000",35531192
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL ANTONIO DE OLIVEIRA,27046133,3,2,2,,,,"POVOADO GIRAU DO ITIUBA, S/N, , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL FERREIRA,27046141,3,2,2,,,,"POVOADO CANOA DE BAIXO, , ZONA RURAL, , 57290000",981446312
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL LUIZ DE FRANCA,27046150,3,2,2,,,,"POVOADO TUCUNS, S/N, ZONA RURAL, , 57290000",996606139
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL RUFINO DOS SANTOS,27046168,3,2,2,,,,"POVOADO ANGICO, S/N, , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA APARECIDA,27046176,3,2,2,,,,"POVOADO RIBEIRINHA, , , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA PEDRO CICERO DA COSTA,27046184,3,2,2,,,,"POVOADO CASTRO, S/N, , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE DUTRA,27046206,3,2,1,,1,1,"POVOADO CARNAIBAS DE CIMA, S/N, ESCOLA, ZONA RURAL, 57290000",35538117
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE TANCREDO DE ALMEIDA NEVES,27046214,3,2,1,,1,1,"POVOADO MARABINHA, S/N, ZONA RURAL, , 57290000",981446312
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL LUIZ DE SANTANA GATO,27046222,3,2,1,,1,1,"POVOADO BORGES, , , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA ANGELITA DE OLIVEIRA SILVA,27046230,3,2,2,,,,"POVOADO COQUEIRO DA MARABA, S/N, , , 57290000",35531603
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA SAO SEBASTIAO,27046249,3,2,1,,1,1,"POVOADO FLEXEIRAS, S/N, , ZONA RURAL, 57290000",35538117
Alagoas,AL,27,Porto Real do Colégio,2707503,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL DOS SANTOS ROCHA,27046257,3,2,1,,1,1,"POVOADO RETIRO II, S/N, ZONA RURAL, , 57290000",35531192
